table_name,column_name,database_type,base_type,comment,,
OVSTPRESS,ps,numeric,type/Decimal,ระดับความรู้สึกปวด,,
OVSTPRESS,note,varchar,type/Text,รายละเอียด,,
OVSTPRESS,weight,numeric,type/Decimal,น้ำหนัก,,
OVSTPRESS,height,numeric,type/Decimal,ส่วนสูง,,
OVSTPRESS,headline,numeric,type/Decimal,เส้นรอบศีรษะ,,
OVSTPRESS,ps2,numeric,type/Decimal,Pain Score,,
OVSTPRESS,emrgncy,numeric,type/Decimal,ระดับความรุนแรง,,
OVSTPRESS,zonelct,numeric,type/Decimal,รหัสโซน,,
OVSTPRESS,roomno,numeric,type/Decimal,เลขที่เตียง,,
OVSTPRESS,e,varchar,type/Text,E,,
OVSTPRESS,m,varchar,type/Text,M,,
OVSTPRESS,v,varchar,type/Text,V,,
PAIDST,paidst,numeric,type/Decimal,รหัสสถานะจ่ายเงิน,,
PAIDST,name,varchar,type/Text,ชื่อสถานะจ่ายเงิน,,
PAIDST,var,varchar,type/Text,ตัวแปร,,
PAIDST,accflag,numeric,type/Decimal,???????????????????? (1=??????????????????),,
PRSC,sphmlct,numeric,type/Decimal,รหัสหน่วยงาน,,
PRSC,prscno,numeric,type/Decimal,เลขที่ใบสั่งยา,,
PRSC,prscdate,timestamp,type/DateTime,วันที่สั่งยา,,
PRSC,prsctime,numeric,type/Decimal,เวลาที่สั่งยา,,
PRSC,hn,varchar,type/Text,เลขที่ผู้ป่วยนอก,,
PRSC,an,varchar,type/Text,เลขที่ผู้ป่วยใน,,
PRSC,vn,numeric,type/Decimal,เลขที่การส่งตรวจ,,
PRSC,fn,numeric,type/Decimal,เลขที่เชื่อมโยงการค้นหาข้อมูล,,
PRSC,pttype,numeric,type/Decimal,รหัสสิทธิการรักษา,,
PRSC,prvno,numeric,type/Decimal,เลขที่อ้างอิงการอนุมัติสิทธิการรักษา,,
PRSC,prfrlct,numeric,type/Decimal,รหัสหน่วยงาน,,
PRSC,issuestf,numeric,type/Decimal,แพทย์ผู้สั่งยา,,
PRSC,prsctypept,numeric,type/Decimal,"เป็นการสั่งยาผู้ป่วยนอก, ผู้ป่วยใน, กลับบ้าน",,
PRSC,prscqno,varchar,type/Text,ลำดับที่การรับยาประจำวัน,,
PRSC,flgprog,numeric,type/Decimal,"รหัสที่บอกว่าใบสั่งยาเกิดขึ้นจากโปรแกรมไหน 1 = ใบสั่งยาผู้ป่วยนอก, 2 = ใบสั่งยาที่บันทึกจากโปรแกรมบันทึก Profile ครั้งแรก, 3 = ใบสั่งยาที่ Gen จากโปรแกรมเรียก Profile, 4 = ใบสั่งยาปกติ ที่บันทึกเข้าโปรไฟล์เข้าไปเป็น Type N",,
PRSC,prscst,numeric,type/Decimal,รหัสสถานะใบสั่งยา,,
PRSC,totalitem,numeric,type/Decimal,จำนวนรายการ,,
PRSC,prscamt,numeric,type/Decimal,จำนวนราคาทั้งหมดของใบสั่งยา,,
PRSC,pmcnote,varchar,type/Text,Pharmacist Note,,
PRSC,lastprscdate,timestamp,type/DateTime,วันที่รับยาล่าสุด,,
PRSC,confirmlct,numeric,type/Decimal,รหัสหน่วยงานที่รับ Confirm ใบสั่งยา (ไว้กันกรณีสั่งหน่วยงานนึง ไป Confirm อีกหน่วยงานนึง),,
PRSC,confirmstf,numeric,type/Decimal,รหัสผู้ยืนยันใบสั่งยา,,
PRSC,confirmdate,timestamp,type/DateTime,วันที่ยื่นใบสั่งยาที่ห้องยา,,
PRSC,confirmtime,numeric,type/Decimal,เวลาที่ยื่นใบสั่งยาที่ห้องยา,,
PRSC,prechkstf,numeric,type/Decimal,รหัสเจ้าหน้าที่ผู้ตรวจสอบก่อนจัดยา,,
PRSC,spparedate,timestamp,type/DateTime,วันที่เริ่มจัดยา,,
PRSC,spparetime,numeric,type/Decimal,เวลาที่เริ่มจัดยา,,
PRSC,prechkdate,timestamp,type/DateTime,วันที่ตรวจสอบก่อนจัดยา,,
PRSC,prechktime,numeric,type/Decimal,เวลาที่ตรวจสอบก่อนจัดยา,,
PRSC,pparestf,numeric,type/Decimal,รหัสเจ้าหน้าที่ผู้จัดยา,,
PRSC,pparedate,timestamp,type/DateTime,วันที่จัดยาเสร็จ,,
PRSC,pparetime,numeric,type/Decimal,เวลาที่จัดยาเสร็จ,,
PRSC,chkstf,numeric,type/Decimal,รหัสเจ้าหน้าที่ผู้ตรวจสอบ,,
PRSC,schkdate,timestamp,type/DateTime,วันที่เริ้มตรวจสอบ,,
PRSC,schktime,numeric,type/Decimal,เวลาที่เริ่มตรวจสอบ,,
PRSC,chkdate,timestamp,type/DateTime,วันที่ตรวจสอบเสร็จ,,
PRSC,chktime,numeric,type/Decimal,เวลาที่ตรวจสอบเสร็จ,,
PRSC,otpstf,numeric,type/Decimal,รหัสผู้จ่ายยา,,
PRSC,sotpdate,timestamp,type/DateTime,วันที่เริ่มจ่ายยา,,
PRSC,sotptime,numeric,type/Decimal,เวลาที่เริ่มจ่ายยา,,
PRSC,otpdate,timestamp,type/DateTime,วันที่จ่ายยา,,
PRSC,otptime,numeric,type/Decimal,เวลาที่จ่ายยา,,
PRSC,otpno,numeric,type/Decimal,เลขที่ใบจ่ายยา (MOTPNO),,
PRSC,c_phloc,varchar,type/Text,รหัสห้องจ่าย (Informix),,
PRSC,type_of_order,varchar,type/Text,ประเภทการจ่ายยา/คืนยา O:จ่ายยา ; R:คืนยา  (Informix),,
PRSC,running_no,numeric,type/Decimal,เลขลำดับที่การจ่ายยา (Informix),,
PRSC,appholddate,timestamp,type/DateTime,วันที่นัดรับยาจากใบค้างยา,,
PRSC,appholdlct,numeric,type/Decimal,หน่วยงานที่นัดรับยาจากใบค้างยา,,
PRSC,rtnprscno,numeric,type/Decimal,เลขมี่ใบสั่งยาสำหรับคืนยา,,
PRSC,pttypeext,varchar,type/Text,รหัสสิทธิการรักษาย่อย,,
PRSC,topupmotplct,numeric,type/Decimal,หน่วยงานที่ TOPUP,,
PRSC,topupmotpno,numeric,type/Decimal,เลขที่จ่าย TOPUP,,
PRSC,orderno,numeric,type/Decimal,เลขที่คำสั่งแพทย์,,
PRSC,advmedfeest,numeric,type/Decimal,ORDERST ของแพทย์ เท่ากับ 2 คือใบยาที่ต้องส่ง noti ไป mobile,,
PRSC,delivery,numeric,type/Decimal,0 : ต้องรับเอง; 1 : สามารถส่งยาทางไปรษณีย์ได้ (หน้าตรวจสอบเช็ครายการยาทั้งหมดในใบว่าส่งได้หรือไม่),,
PRSC,delivery_type,numeric,type/Decimal,0 คือ คนไข้ตอบกลับมารับเอง; 1 คือ คนไข้ตอบกลับมาให้ส่งไปรษณีย์,,
PRSC,req_datetime,timestamp,type/DateTime,วันเวลาที่คนไข้ตอบมาว่ารับเองหรือส่งไปรษณีย์,,
PRSC,req_id,varchar,type/Text,Request ID  ( Generateจาก Mobile เป็นเลขไม่ซ้ำกัน),,
PRSC,status,numeric,type/Decimal,สถานะใช้งาน 1:ใช้งาน; 0:ยกเลิก,,
PRSC,schkndate,timestamp,type/DateTime,วันที่เริ่มตรวจสอบยาระบบใหม่,,
PRSC,schkntime,numeric,type/Decimal,เวลาที่เริ่มตรวจสอบยาระบบใหม่,,
PRSC,chkndate,timestamp,type/DateTime,วันที่ตรวจสอบยาระบบใหม่,,
PRSC,chkntime,numeric,type/Decimal,เวลาที่ตรวจสอบยาระบบใหม่,,
PRSC,chknstf,numeric,type/Decimal,รหัสผู้ตรวจสอบยาระบบใหม่,,
PRSC,sotpndate,timestamp,type/DateTime,วันที่เริ่มตัดจ่ายยาระบบใหม่,,
PRSC,sotpntime,numeric,type/Decimal,เวลาที่เริ่มตัดจ่ายยาระบบใหม่,,
PRSC,otpndate,timestamp,type/DateTime,วันที่ตัดจ่ายยาระบบใหม่,,
PRSC,otpntime,numeric,type/Decimal,เวลาที่ตัดจ่ายยาระบบใหม่,,
PRSC,otpnstf,numeric,type/Decimal,รหัสผู้ตัดจ่ายยาระบบใหม่,,
PRSC,prscstn,numeric,type/Decimal,รหัสสถานะใบสั่งยาระบบใหม่,,
PRSC,supptype,numeric,type/Decimal,Flag ประเภทคำสั่งเวชภัณฑ์ 1=เฉพาะทาง; 2=พิเศษ; 3=ทั่วไปห้องยา; 4=ทั่วไปห้องเวชภัณฑ์,,
PRSC,sndrobot,numeric,type/Decimal,Flag ใบสั่งยาที่ส่ง robot 0 หรือ null =ไม่ได้ส่ง; 1=ส่ง,,
PRSC,sndrobot_date,timestamp,type/DateTime,วันเวลาที่ส่ง robot,,
PRSC,sndrobot_success,numeric,type/Decimal,return จาก robot ว่าส่งสำเร็จหรือไม่ 0=ไม่สำเร็จ; 1=สำเร็จ,,
PRSC,sndrobot_success_date,timestamp,type/DateTime,วันเวลาที่ robot ส่งกลับมา,,
PRSC,apprcvprsc,numeric,type/Decimal,Flag 1=มีใบนัดรับยา,,
PRSC,spltprsc,numeric,type/Decimal,Flag 1=มีใบแยกซื้อ,,
PRSC,printed,numeric,type/Decimal,Flag พิมพ์ฉลากและใบสั่งยา 0=ยังไม่พิมพ์; 1=พิมพ์แล้ว ,,
PRSC,printdate,timestamp,type/DateTime,วันเวลาที่พิมพ์,,
PRSC,prnslip,numeric,type/Decimal,Flag 1=พิมพ์ slip คิวรับยา; 0=ไม่พิมพ์ slip คิวรับยา,,
PRSC,nextorderno,numeric,type/Decimal,เลขคำสั่งแพทย์ที่มารับครั้งถัดไป,,
PRSC,nextrcvdate,timestamp,type/DateTime,วันที่มารับครั้งถัดไป,,
PRSC,autogen,numeric,type/Decimal,flag 1=เป็นคำสั่ง autogen ที่รับคำสั่ง,,
PRSC,scnfmdate,timestamp,type/DateTime,วันที่เริ่มยืนยันคำสั่ง,,
PRSC,scnfmtime,numeric,type/Decimal,เวลาที่เริ่มยืนยันคำสั่ง,,
PRSC,callqdate,timestamp,type/DateTime,วันที่เรียกคิว,,
PRSC,callqtime,numeric,type/Decimal,เวลาที่เรียกคิว,,
PRSC,numofboxes,numeric,type/Decimal,จำนวนกล่องที่ใช้บรรจุ,,
PRSC,payofboxes,numeric,type/Decimal,จำนวนกล่องที่ต้องชำระเงิน,,
PRSC,canmix,varchar,type/Text,รวมกล่องได้หรือไม่ Y=รวมได้; N=รวมไม่ได้,,
PRSCDORD,an,varchar,type/Text,เลขที่ผู้ป่วยใน,,
PRSCDORD,dorddate,timestamp,type/DateTime,วันที่เริ่มสั่งยา,,
PRSCDORD,dordtime,numeric,type/Decimal,เวลาที่สั่งยา,,
PRSCDORD,dordno,numeric,type/Decimal,ลำดับที่,,
PRSCDORD,meditem,numeric,type/Decimal,รหัสรายการยา/เวชภัณฑ์,,
PRSCDORD,packseq,numeric,type/Decimal,ลำดับ Pack Seq.,,
PRSCDORD,dorddct,numeric,type/Decimal,แพทย์ผู้สั่งยา -> View DCT,,
PRSCDORD,meddordtype,numeric,type/Decimal,รหัสประเภทการสั่งยาผู้ป่วยใน,,
PRSCDORD,pregnant,numeric,type/Decimal,ตั้งครรภ์หรือไม่,,
PRSCDORD,visithome,numeric,type/Decimal,เยี่ยมบ้าน (1=เยี่ยมบ้าน),,
PRSCDORD,meddordtime,numeric,type/Decimal,เวลาที่สั่งยา,,
PRSCDORD,meddoseday,numeric,type/Decimal,วันเว้น .... วัน,,
PRSCDORD,meddordst,numeric,type/Decimal,รหัสสถานะของรายการยาและเวชภัณฑ์,,
PRSCDORD,day,numeric,type/Decimal,จำนวนวันล่วงหน้า,,
PRSCDORD,nextdate,timestamp,type/DateTime,วันที่จัดยาครั้งต่อไป,,
PRSCDORD,prscdate,timestamp,type/DateTime,วันที่จัดยาล่าสุด,,
PRSCDORD,offdate,timestamp,type/DateTime,วันที่หยุดยา,,
PRSCDORD,offstf,numeric,type/Decimal,รหัสเจ้าหน้าที่ผู้หยุดยา,,
PRSCDORD,medoffcs,numeric,type/Decimal,รหัสสาเหตุการหยุดยา,,
PRSCDORD,recoffdate,timestamp,type/DateTime,วันที่บันทึกหยุดยา,,
PRSCDORD,medusetype,varchar,type/Text,รหัสวิธีบริหารยา,,
PRSCDORD,meduseqty,varchar,type/Text,รหัสจำนวน/ปริมาณที่ใช้,,
PRSCDORD,meduseunit,numeric,type/Decimal,รหัสหน่วยย่อย,,
PRSCDORD,medusetime,varchar,type/Text,รหัสความถี่ในการใช้ยา,,
PRSCDORD,medsymptom,varchar,type/Text,รหัสโรคหรืออาการ,,
PRSCDORD,medlblhlp1,varchar,type/Text,รหัสฉลากช่วย 1,,
PRSCDORD,medlblhlp2,varchar,type/Text,รหัสฉลากช่วย 2,,
PRSCDORD,meddose,numeric,type/Decimal,รหัสวิธีใช้ยาแบบกำหนดเอง,,
PRSCDORD,medrecordtype,numeric,type/Decimal,รหัสประเภทบันทึก,,
PRSCDORD,medcategory,numeric,type/Decimal,รหัสมีผลต่อสตรีมีครรภ์,,
PRSCDORD,chngmthd,numeric,type/Decimal,เช็คว่ามีการเปลี่ยนแปลงวิธีใช้ยาหรือไม่,,
PRSCDORD,ordercode,numeric,type/Decimal,เลขอ้างอิงค่าใช้จ่าย,,
PRSCDORD,ordertype,numeric,type/Decimal,ประเภทค่ารักษา,,
PRSCDORD,income,varchar,type/Text,รหัสช่วยคีย์ ค่ารักษา (c_charge เดิม),,
PRSCDORD,prnlbl,numeric,type/Decimal,จำนวนการพิมพ์ฉลาก,,
PRSCDORD,prscno,numeric,type/Decimal,เลขที่ใบสั่งยา,,
PRSCDORD,qty,numeric,type/Decimal,จำนวนทั้งหมด,,
PRSCDORD,qtyperday,numeric,type/Decimal,จำนวนที่จ่ายต่อวันหรือต่อการ Gen,,
PRSCDORD,refundflg,numeric,type/Decimal,เก็บการเปลี่ยนแปลงของช่องเบิกได้,,
PRSCDORD,doseperday,numeric,type/Decimal,จำนวนจ่าย : วัน,,
PRSCDORD,totalpayday,numeric,type/Decimal,จำนวนจ่ายต่อวัน,,
PRSCDORD,totalpayqty,numeric,type/Decimal,จำนวนจ่ายรวม,,
PRSCDORD,expressmed,numeric,type/Decimal,ยาด่วน (1=ด่วน),,
PRSCDORD,startdate,timestamp,type/DateTime,สำหรับกำหนดวันที่ให้เริ่มจ่ายยา,,
PRSCDORD,doseperdayr,numeric,type/Decimal,จำนวนจ่าย : วัน จริง,,
PRSCDORD,phtotalamt,numeric,type/Decimal,มูลค่ายา/เวชภัณฑ์,,
PRSCDORD,phrightamt,numeric,type/Decimal,ราคายาที่เบิกได้,,
PRSCDORD,sendlct,numeric,type/Decimal,หน่วยงานที่ให้ไปส่งยา,,
PRSCDORD,notetophm,varchar,type/Text,Note to pharmacist,,
PRSCDORD,prscst,numeric,type/Decimal,สถานะการเกิดใบยา 1: เกิดใบยาแล้ว; 0: ยังไม่เกิดใบยา,,
PRSCDORD,offst,numeric,type/Decimal,สถานะการ Off 1:  Off ยาแล้ว; 0: ยังไม่ Off,,
PRSCDORD,status,numeric,type/Decimal,สถานะการใช้งาน 1: ใช้งาน; 0: ยกเลิก,,
PRSCDORD,notetonurse,varchar,type/Text,Note to nurse,,
PRSCDORD,prn,numeric,type/Decimal,เป็นยา prn =1,,
PRSCDORD,prntext,varchar,type/Text,รายละเอียดการสั่งยา PRN,,
PRSCDORD,rseditqpd,varchar,type/Text,เหตุผลที่แก้ไขจ่ายต่อวันกับต่อรอบ,,
PRSCDT,sphmlct,numeric,type/Decimal,รหัสหน่วยงาน,,
PRSCDT,prscno,numeric,type/Decimal,เลขที่ใบสั่งยา,,
PRSCDT,meditem,numeric,type/Decimal,รหัสรายการยาและเวชภัณฑ์,,
PRSCDT,packseq,numeric,type/Decimal,ลำดับ Pack Seq.,,
PRSCDT,itemno,numeric,type/Decimal,ลำดับที่,,
PRSCDT,issuestf,numeric,type/Decimal,แพทย์ผู้สั่งยา,,
PRSCDT,qty,numeric,type/Decimal,ปริมาณ,,
PRSCDT,stkqty,numeric,type/Decimal,ปริมาณที่ตัด Stock,,
PRSCDT,medusetype,varchar,type/Text,รหัสวิธีบริหารยา,,
PRSCDT,meduseqty,varchar,type/Text,รหัสวิธีบริหารยา,,
PRSCDT,meduseunit,numeric,type/Decimal,รหัสหน่วยการใช้,,
PRSCDT,medusetime,varchar,type/Text,รหัสความถี่,,
PRSCDT,medsymptom,varchar,type/Text,รหัสโรคหรืออาการ,,
PRSCDT,medlblhlp1,varchar,type/Text,รหัสฉลากช่วย 1,,
PRSCDT,medlblhlp2,varchar,type/Text,รหัสฉลากช่วย 2,,
PRSCDT,meddose,numeric,type/Decimal,เก็บเลข Regimen เคมีบำบัดของ,,
PRSCDT,salerate,numeric,type/Decimal,ราคาขาย,,
PRSCDT,refund,numeric,type/Decimal,ราคาเบิกได้,,
PRSCDT,refundflg,numeric,type/Decimal,เก็บการเปลี่ยนแปลงของช่องเบิกได้,,
PRSCDT,dscamt,numeric,type/Decimal,จำนวนเงินที่ลดแล้ว,,
PRSCDT,discount,numeric,type/Decimal,เปอร์เซนต์ส่วนลด,,
PRSCDT,costrate,numeric,type/Decimal,ราคาต้นทุน,,
PRSCDT,icsale,numeric,type/Decimal,เก็บจำนวนที่ปัดเศษแล้วของรายการยาแต่ละตัว,,
PRSCDT,icrefund,numeric,type/Decimal,เก็บจำนวนที่ปัดเศษของเบิกได้ของรายการยาแต่ละตัว,,
PRSCDT,ordercode,numeric,type/Decimal,เลขอ้างอิงค่าใช้จ่าย,,
PRSCDT,ordertype,numeric,type/Decimal,ประเภทค่ารักษา,,
PRSCDT,income,varchar,type/Text,รหัสช่วยคีย์ ค่ารักษา (c_charge เดิม),,
PRSCDT,medrecordtype,numeric,type/Decimal,รหัสประเภทบันทึก,,
PRSCDT,medcategory,numeric,type/Decimal,รหัสมีผลต่อสตรีมีครรภ์,,
PRSCDT,dordno,numeric,type/Decimal,ลำดับที่ Order ยาผู้ป่วยใน,,
PRSCDT,meddordtype,numeric,type/Decimal,รหัสประเภทการสั่งยาผู้ป่วยใน,,
PRSCDT,qtyperday,numeric,type/Decimal,จำนวนที่ใช้ต่อวัน (ใช้สำหรับการพิมพ์ใบขออนุมัติ),,
PRSCDT,day,numeric,type/Decimal,จำนวนวันที่ Gen ยา (ใช้สำหรับการพิมพ์ใบขออนุมัติ),,
PRSCDT,offdate,timestamp,type/DateTime,วันที่หยุดยา,,
PRSCDT,prnlbl,numeric,type/Decimal,จำนวนการพิมพ์ฉลาก,,
PRSCDT,prscdtext,numeric,type/Decimal,มีการแก้ไขวิธีใช้แบบพิเศษหรือไม่,,
PRSCDT,requirdoc,numeric,type/Decimal,"เก็บ type ของ Regimen ว่าเป็น Premed=1, Chemo=2, Homemed=3",,
PRSCDT,smptype,numeric,type/Decimal,"แยกประเภทของยา SMP 1 = ยา SMP, 2 = SMP ที่พบ ADR, 3 SMP ที่ไม่พบ ADR",,
PRSCDT,doseperday,numeric,type/Decimal,จำนวนจ่าย : วัน,,
PRSCDT,expressmed,numeric,type/Decimal,ยาด่วน (1=ด่วน),,
PRSCDT,pttype,numeric,type/Decimal,รหัสสิทธิการรักษา,,
PRSCDT,pttypeext,varchar,type/Text,รหัสสิทธิ์ย่อย,,
PRSCDT,prvno,numeric,type/Decimal,ลำดับการอนุมัติสิทธิ์,,
PRSCDT,doseperdayr,numeric,type/Decimal,จำนวนจ่าย : วัน จริง,,
PRSCDT,setcost,numeric,type/Decimal,ราคาต้นทุนขาย/หน่วย,,
PRSCDT,notetophm,varchar,type/Text,Note to pharmacist,,
PRSCDT,meditemold,numeric,type/Decimal,MEDITEM เก่า,,
PRSCDT,packseqold,numeric,type/Decimal,PACKSEQ เก่า,,
PRSCDT,changenote,varchar,type/Text,เหตุผลการเปลี่ยนยา,,
PRSCDT,notetonurse,varchar,type/Text,Note to nurse,,
PRSCDT,prn,numeric,type/Decimal,เป็นยา prn =1,,
PRSCDTEXT,sphmlct,numeric,type/Decimal,รหัสหน่วยงาน,,
PRSCDTEXT,prscno,numeric,type/Decimal,เลขที่ใบสั่งยา,,
PRSCDTEXT,meditem,numeric,type/Decimal,รหัสรายการยาและเวชภัณฑ์,,
PRSCDTEXT,packseq,numeric,type/Decimal,ลำดับ Pack Seq.,,
PRSCDTEXT,itemno,numeric,type/Decimal,ลำดับที่,,
PRSCDTEXT,name,varchar,type/Text,รายละเอียดวิธีใช้ยา,,
PRSCDTEXT,name2,varchar,type/Text,รายละเอียดวิธีใช้ยา 2,,
PRSCDTEXT,name3,varchar,type/Text,รายละเอียดวิธีใช้ยา 3,,
PRSCDTEXT,name4,varchar,type/Text,รายละเอียดวิธีใช้ยา 4,,
PT,hn,varchar,type/Text,เลขประจำตัวผู้ป่วยนอก,,
PT,ctzshp,numeric,type/Decimal,รหัสเชื้อชาติ,,
PT,ntnlty,numeric,type/Decimal,รหัสสัญชาติ,,
PT,brthdate,varchar,type/Text,วันเกิด,,
PT,male,numeric,type/Decimal,รหัสเพศ,,
PT,dthdate,timestamp,type/DateTime,วันที่เสียชีวิต,,
PT,ptfdate,timestamp,type/DateTime,วันที่สร้างทะเบียนผู้ป่วยนอก,,
PT,cancelcs,numeric,type/Decimal,รหัสสาเหตุการยกเลิกข้อมูล,,
PTALLERGY,hn,varchar,type/Text,เลขประจำตัวผู้ป่วยนอก,,
PTALLERGY,algydate,timestamp,type/DateTime,วัน-เดือน-ปี บันทึกแพ้ยา,,
PTALLERGY,algytime,numeric,type/Decimal,เวลาบันทึกแพ้ยา,,
PTALLERGY,apradrno,numeric,type/Decimal,เลขที่รายงาน,,
PTALLERGY,productinout,numeric,type/Decimal,"ผลิตภัณฑ์ในโรงพยาบาล/นอกโรงพยาบาล 1-ในโรงพยาบาล, 2-นอกโรงพยาบาล",,
PTALLERGY,medgeneric,numeric,type/Decimal,รหัสชื่อสามัญยา,,
PTALLERGY,saprgeneric,numeric,type/Decimal,ชื่อสามัญของ ADR,,
PTALLERGY,meditem,numeric,type/Decimal,รหัสรายการยา/เวชภัณฑ์,,
PTALLERGY,an,varchar,type/Text,เลขประจำตัวผู้ป่วยใน,,
PTALLERGY,algorithm,numeric,type/Decimal,Algorithm,,
PTALLERGY,datasource,numeric,type/Decimal,แหล่งข้อมูล,,
PTALLERGY,algflag,numeric,type/Decimal,"ประเภทการแพ้ 1=ประวัติเดิม, 2=แพ้ยาใหม่",,
PTALLERGY,typealg,numeric,type/Decimal,Type,,
PTALLERGY,remark,varchar,type/Text,หมายเหตุ,,
PTALLERGY,formtyperep,numeric,type/Decimal,"ประเภทรายงาน (1=ใหม่, 2=ติดตามผลจากราบงานเดิม",,
PTALLERGY,aprreptype,numeric,type/Decimal,"1=Normal Spontaneous Report, 2=Intensive monitoring,",,
PTALLERGY,ageyear,numeric,type/Decimal,3=Clinical Trial,,
PTALLERGY,agemonth,numeric,type/Decimal,อายุ (เดือน),,
PTALLERGY,ageday,numeric,type/Decimal,อายุ (วัน),,
PTALLERGY,algtype,numeric,type/Decimal,ประวัติการแพ้ยา (1=ไม่มี. 2=มี),,
PTALLERGY,pathoabnormal,varchar,type/Text,ค่าความผิดปกติทางพยาธิวิทยา,,
PTALLERGY,apradrdate,timestamp,type/DateTime,วันที่เกิดอาการ,,
PTALLERGY,adrlevel,numeric,type/Decimal,"ความรุนแรงของอาการ (1=ไม่ร้ายแรง, 2=ร้ายแรง)",,
PTALLERGY,capradrly,varchar,type/Text,รหัสชนิดความรุนแรงที่แพ้,,
PTALLERGY,treatmentpat,varchar,type/Text,การรักษาผู้ป้วย,,
PTALLERGY,afteradr,varchar,type/Text,"การจัดการหลังเกิดอาการ (S=หยุดใช้ผลิตภัณฑ์ที่สงสัย, NF=ใช้ต่อในขนาดเดิม, NL= ใช้ต่อในขนาดลดลง)",,
PTALLERGY,dechallenge,numeric,type/Decimal,"อาการเมื่อหยุดใช้ (Dechallenge) 1- อาการดีขึ้นอย่างชัดเจน, 2-อาการไม่ดีขึ้น, 3-ไม่ทราบ, 4-ใช้ยาต่อไป",,
PTALLERGY,rechallenge,varchar,type/Text,"อาการเมื่อมีการใช้ผลิตภัณฑ์ต่อ 1-เกิดอาการเดิมซ้ำขึ้นอีก, 2-ไม่เกิดอาการขึ้นอีก, 3-ไม่ทราบ, NU-ไม่มีการใช้ยาซ้ำ",,
PTALLERGY,capradrrst,varchar,type/Text,รหัสผลลัพธ์ที่เกิดจากอาการแพ้,,
PTALLERGY,deathdate,timestamp,type/DateTime,วันที่เสียชีวิต,,
PTALLERGY,cdiagdeath,varchar,type/Text,รหัสโรคที่เป็นสาเหตุการเสียชีวิต,,
PTALLERGY,diagseqdeath,numeric,type/Decimal,ลำดับที่ของรหัสโรคที่เป็นสาเหตุการเสียชีวิต,,
PTALLERGY,dnrespectpd,varchar,type/Text,สาเหตุการเสียชีวิตที่ไม่เกี่ยวกับผลิตภัณฑ์,,
PTALLERGY,cresultapr,varchar,type/Text,รหัสผลการประเมินความสัมพันธ์ ของผลิตภัณฑ์กับ APR,,
PTALLERGY,statusaprrec,varchar,type/Text,"สถานะของข้อมูล 1-บันทึก, 2-ตรวจสอบแล้ว, 3-ประเมินผล, c-ยกเลิก",,
PTALLERGY,familyalgtype,varchar,type/Text,"ประวัติการแพ้ยาของครอบครัว 1-ไม่มี, 2-มี",,
PTALLERGY,algdesc1,varchar,type/Text,รายละเอียดการแพ้ยาของครอบครัว,,
PTALLERGY,familyrelate,varchar,type/Text,ความสัมพันธ์กับผู้ป่วย,,
PTALLERGY,apradrtime,numeric,type/Decimal,เวลาที่เกิดอาการ,,
PTALLERGY,rechallengedate,timestamp,type/DateTime,วันที่ Rechallenge,,
PTALLERGY,csubdept,numeric,type/Decimal,รหัสสาขาวิชา/หน่วย,,
PTALLERGY,cdeptunit,numeric,type/Decimal,รหัสหน่วยงานย่อย,,
PTALLERGY,ward,numeric,type/Decimal,รหัสหอผู้ป่วย (ward.c_ward),,
PTALLERGY,computername,varchar,type/Text,ชื่อเครื่องคอมพิวเตอร์,,
PTALLERGY,cconcludetype,varchar,type/Text,ประเภทผู้ประเมิน,,
PTALLERGY,spersonconclude,numeric,type/Decimal,รหัสผู้ประเมิน,,
PTALLERGY,otherconclude,varchar,type/Text,ชื่อผู้ประเมิน,,
PTALLERGY,cdept,numeric,type/Decimal,รหัสภาควิชา,,
PTALLERGY,chospital,numeric,type/Decimal,รหัสโรงพยาบาล,,
PTALLERGY,caprreptp,numeric,type/Decimal,ประเภทผู้รายงาน,,
PTALLERGY,spersonrep,numeric,type/Decimal,รหัสบุคลากรผู้รายงาน,,
PTALLERGY,caprreptp2,varchar,type/Text,ประเภทผู้วินิจฉัย,,
PTALLERGY,spersondiag,numeric,type/Decimal,รหัสบุคลากรผู้วินิจฉัย,,
PTALLERGY,otherrepby,varchar,type/Text,ประเภทผู้รายงานอื่นๆ,,
PTALLERGY,otherdiagby,varchar,type/Text,ประเภทผู้วินิจฉัยอื่นๆ,,
PTALLERGY,othernamerep,varchar,type/Text,ชื่อผู้รายงานอื่นๆ,,
PTALLERGY,othernamediag,varchar,type/Text,ชื่อผู้วินิจฉัยอื่น,,
PTALLERGY,packseq,numeric,type/Decimal,ลำดับที่ขนาดบรรจุ,,
PTALLERGY,tradename,varchar,type/Text,ชื่อการค้า,,
PTALLERGY,presentation,varchar,type/Text,ความแรง,,
PTALLERGY,dosageform,varchar,type/Text,รูปแบบยา/เวชภัณฑ์,,
PTALLERGY,lotcode,varchar,type/Text,รหัสเลขที่ LOT ใช้กับยา,,
PTALLERGY,cproducttp,varchar,type/Text,ประเภทผลิตภัณฑ์,,
PTALLERGY,qty,numeric,type/Decimal,จำนวน,,
PTALLERGY,labelcode1,varchar,type/Text,รหัสฉลากยา (ส่วนที่1),,
PTALLERGY,labelcode2,varchar,type/Text,รหัสฉลากยา (ส่วนที่2),,
PTALLERGY,labelcode3,varchar,type/Text,รหัสฉลากยา (ส่วนที่3),,
