table_name,column_name,database_type,base_type,comment,is_pk,pk_confidence,pk_reason,is_fk,fk_targets,join_peers,join_dict,join_warning
PRSCDT,medcategory,numeric,type/Decimal,รหัสมีผลต่อสตรีมีครรภ์,0,,,0,,,[],
PRSCDT,dordno,numeric,type/Decimal,ลำดับที่ Order ยาผู้ป่วยใน,0,,,0,,,[],
PRSCDT,meddordtype,numeric,type/Decimal,รหัสประเภทการสั่งยาผู้ป่วยใน,0,,,1,MEDDORDTYPE.meddordtype(high:table match),MEDDORDTYPE.meddordtype,"[{""dir"": ""out"", ""to_table"": ""MEDDORDTYPE"", ""to_column"": ""meddordtype"", ""confidence"": ""high"", ""type"": ""table match"", ""source"": ""relationships.md""}]",
PRSCDT,qtyperday,numeric,type/Decimal,จำนวนที่ใช้ต่อวัน (ใช้สำหรับการพิมพ์ใบขออนุมัติ),0,,,0,,,[],
PRSCDT,day,numeric,type/Decimal,จำนวนวันที่ Gen ยา (ใช้สำหรับการพิมพ์ใบขออนุมัติ),0,,,0,,,[],
PRSCDT,offdate,timestamp,type/DateTime,วันที่หยุดยา,0,,,0,,,[],
PRSCDT,prnlbl,numeric,type/Decimal,จำนวนการพิมพ์ฉลาก,0,,,0,,,[],
PRSCDT,prscdtext,numeric,type/Decimal,มีการแก้ไขวิธีใช้แบบพิเศษหรือไม่,0,,,0,,,[],
PRSCDT,requirdoc,numeric,type/Decimal,"เก็บ type ของ Regimen ว่าเป็น Premed=1, Chemo=2, Homemed=3",0,,,0,,,[],
PRSCDT,smptype,numeric,type/Decimal,"แยกประเภทของยา SMP 1 = ยา SMP, 2 = SMP ที่พบ ADR, 3 SMP ที่ไม่พบ ADR",0,,,0,,,[],
PRSCDT,doseperday,numeric,type/Decimal,จำนวนจ่าย : วัน,0,,,0,,,[],
PRSCDT,expressmed,numeric,type/Decimal,ยาด่วน (1=ด่วน),0,,,0,,,[],
PRSCDT,pttype,numeric,type/Decimal,รหัสสิทธิการรักษา,0,,,1,PTTYPE.pttype(high:table match),PTTYPE.pttype,"[{""dir"": ""out"", ""to_table"": ""PTTYPE"", ""to_column"": ""pttype"", ""confidence"": ""high"", ""type"": ""table match"", ""source"": ""relationships.md""}]",
PRSCDT,pttypeext,varchar,type/Text,รหัสสิทธิ์ย่อย,0,,,1,PTTYPEEXT.pttypeext(high:table match),PTTYPEEXT.pttypeext,"[{""dir"": ""out"", ""to_table"": ""PTTYPEEXT"", ""to_column"": ""pttypeext"", ""confidence"": ""high"", ""type"": ""table match"", ""source"": ""relationships.md""}]",
PRSCDT,prvno,numeric,type/Decimal,ลำดับการอนุมัติสิทธิ์,0,,,1,PRSC.prvno(medium:PRSC),PRSC.prvno,"[{""dir"": ""out"", ""to_table"": ""PRSC"", ""to_column"": ""prvno"", ""confidence"": ""medium"", ""type"": ""PRSC"", ""source"": ""relationships.md""}]",
PRSCDT,doseperdayr,numeric,type/Decimal,จำนวนจ่าย : วัน จริง,0,,,0,,,[],
PRSCDT,setcost,numeric,type/Decimal,ราคาต้นทุนขาย/หน่วย,0,,,0,,,[],
PRSCDT,notetophm,varchar,type/Text,Note to pharmacist,0,,,0,,,[],
PRSCDT,meditemold,numeric,type/Decimal,MEDITEM เก่า,0,,,0,,,[],
PRSCDT,packseqold,numeric,type/Decimal,PACKSEQ เก่า,0,,,0,,,[],
PRSCDT,changenote,varchar,type/Text,เหตุผลการเปลี่ยนยา,0,,,0,,,[],
PRSCDT,notetonurse,varchar,type/Text,Note to nurse,0,,,0,,,[],
PRSCDT,prn,numeric,type/Decimal,เป็นยา prn =1,0,,,0,,,[],
PRSCDTEXT,sphmlct,numeric,type/Decimal,รหัสหน่วยงาน,0,,,0,,,[],
PRSCDTEXT,prscno,numeric,type/Decimal,เลขที่ใบสั่งยา,0,,,1,PRSC.prscno(medium:PRSC),PRSC.prscno,"[{""dir"": ""out"", ""to_table"": ""PRSC"", ""to_column"": ""prscno"", ""confidence"": ""medium"", ""type"": ""PRSC"", ""source"": ""relationships.md""}]",
PRSCDTEXT,meditem,numeric,type/Decimal,รหัสรายการยาและเวชภัณฑ์,0,,,0,,,[],
PRSCDTEXT,packseq,numeric,type/Decimal,ลำดับ Pack Seq.,0,,,0,,,[],
PRSCDTEXT,itemno,numeric,type/Decimal,ลำดับที่,0,,,0,,,[],
PRSCDTEXT,name,varchar,type/Text,รายละเอียดวิธีใช้ยา,0,,,0,,,[],
PRSCDTEXT,name2,varchar,type/Text,รายละเอียดวิธีใช้ยา 2,0,,,0,,,[],
PRSCDTEXT,name3,varchar,type/Text,รายละเอียดวิธีใช้ยา 3,0,,,0,,,[],
PRSCDTEXT,name4,varchar,type/Text,รายละเอียดวิธีใช้ยา 4,0,,,0,,,[],
PT,hn,varchar,type/Text,เลขประจำตัวผู้ป่วยนอก,1,high,universal_master_key,0,,ANCVST.hn; ANPREOP.hn; ARPT.hn; BDLABANC.hn; BDVST.hn; BDVSTCSMT.hn; BDVSTDT.hn; BDVSTTRANS.hn; BDVST_ABO.hn; CNER.hn; DCTORDER.hn; DCTORDERPATHOPREG.hn; DCTORDERPRSC.hn; DLVSTEXT.hn; EYEASSESSMENT.hn; EYESCREEN.hn; EYESCREENDIAG.hn; EYESCREENEXAM.hn; EYESCREENNURSE.hn; EYESCREENOPTOMETRY.hn; INCPRVLG.hn; INCPT.hn; IPT.hn; IPTBOOKBEDICU.hn; IPTBOOKBEDICU2.hn; IPTBOOKBEDICUHST.hn; IPTINFANTMOTHER.hn; IPTSUMDCT.hn; IPTSUMMARY.hn; ISPUSEMC.hn; LPTVST.hn; LPTVSTEXM.hn; LVST.hn; LVSTEXM.hn; MOLGTDT.hn; OAPP.hn; OPDDCTORDER.hn; OPDDCTPRSC.hn; OPDDCTRDO.hn; OPDLEDCALL.hn; OPDLEDDCTPT.hn; OPINTRAOP.hn; OPPOSTOPDIAG.hn; OPPOSTOPERATION.hn; OPPROCEDURE.hn; OPPROCEDUREDCT.hn; OPREQVST.hn; OPVST.hn; OVST.hn; OVSTDISCHANGE.hn; OVSTPRESS.hn; PRSC.hn; PTALLERGY.hn; PTDIAG.hn; PTICD9CM.hn; PTOPRT.hn; PTPHYSICALEXAM.hn; RAPP.hn; RVST.hn; RVSTDR.hn; RVSTEXM.hn; WSKIOSKVISITID.hn,"[{""dir"": ""in"", ""from_table"": ""ANCVST"", ""from_column"": ""hn"", ""confidence"": ""high"", ""type"": ""universal"", ""source"": ""relationships.md""}, {""dir"": ""in"", ""from_table"": ""ANPREOP"", ""from_column"": ""hn"", ""confidence"": ""high"", ""type"": ""universal"", ""source"": ""relationships.md""}, {""dir"": ""in"", ""from_table"": ""ARPT"", ""from_column"": ""hn"", ""confidence"": ""high"", ""type"": ""universal"", ""source"": ""relationships.md""}, {""dir"": ""in"", ""from_table"": ""BDLABANC"", ""from_column"": ""hn"", ""confidence"": ""high"", ""type"": ""universal"", ""source"": ""relationships.md""}, {""dir"": ""in"", ""from_table"": ""BDVST"", ""from_column"": ""hn"", ""confidence"": ""high"", ""type"": ""universal"", ""source"": ""relationships.md""}, {""dir"": ""in"", ""from_table"": ""BDVSTCSMT"", ""from_column"": ""hn"", ""confidence"": ""high"", ""type"": ""universal"", ""source"": ""relationships.md""}, {""dir"": ""in"", ""from_table"": ""BDVSTDT"", ""from_column"": ""hn"", ""confidence"": ""high"", ""type"": ""universal"", ""source"": ""relationships.md""}, {""dir"": ""in"", ""from_table"": ""BDVSTTRANS"", ""from_column"": ""hn"", ""confidence"": ""high"", ""type"": ""universal"", ""source"": ""relationships.md""}, {""dir"": ""in"", ""from_table"": ""BDVST_ABO"", ""from_column"": ""hn"", ""confidence"": ""high"", ""type"": ""universal"", ""source"": ""relationships.md""}, {""dir"": ""in"", ""from_table"": ""CNER"", ""from_column"": ""hn"", ""confidence"": ""high"", ""type"": ""universal"", ""source"": ""relationships.md""}, {""dir"": ""in"", ""from_table"": ""DCTORDER"", ""from_column"": ""hn"", ""confidence"": ""high"", ""type"": ""universal"", ""source"": ""relationships.md""}, {""dir"": ""in"", ""from_table"": ""DCTORDERPATHOPREG"", ""from_column"": ""hn"", ""confidence"": ""high"", ""type"": ""universal"", ""source"": ""relationships.md""}, {""dir"": ""in"", ""from_table"": ""DCTORDERPRSC"", ""from_column"": ""hn"", ""confidence"": ""high"", ""type"": ""universal"", ""source"": ""relationships.md""}, {""dir"": ""in"", ""from_table"": ""DLVSTEXT"", ""from_column"": ""hn"", ""confidence"": ""high"", ""type"": ""universal"", ""source"": ""relationships.md""}, {""dir"": ""in"", ""from_table"": ""EYEASSESSMENT"", ""from_column"": ""hn"", ""confidence"": ""high"", ""type"": ""universal"", ""source"": ""relationships.md""}, {""dir"": ""in"", ""from_table"": ""EYESCREEN"", ""from_column"": ""hn"", ""confidence"": ""high"", ""type"": ""universal"", ""source"": ""relationships.md""}, {""dir"": ""in"", ""from_table"": ""EYESCREENDIAG"", ""from_column"": ""hn"", ""confidence"": ""high"", ""type"": ""universal"", ""source"": ""relationships.md""}, {""dir"": ""in"", ""from_table"": ""EYESCREENEXAM"", ""from_column"": ""hn"", ""confidence"": ""high"", ""type"": ""universal"", ""source"": ""relationships.md""}, {""dir"": ""in"", ""from_table"": ""EYESCREENNURSE"", ""from_column"": ""hn"", ""confidence"": ""high"", ""type"": ""universal"", ""source"": ""relationships.md""}, {""dir"": ""in"", ""from_table"": ""EYESCREENOPTOMETRY"", ""from_column"": ""hn"", ""confidence"": ""high"", ""type"": ""universal"", ""source"": ""relationships.md""}, {""dir"": ""in"", ""from_table"": ""INCPRVLG"", ""from_column"": ""hn"", ""confidence"": ""high"", ""type"": ""universal"", ""source"": ""relationships.md""}, {""dir"": ""in"", ""from_table"": ""INCPT"", ""from_column"": ""hn"", ""confidence"": ""high"", ""type"": ""universal"", ""source"": ""relationships.md""}, {""dir"": ""in"", ""from_table"": ""IPT"", ""from_column"": ""hn"", ""confidence"": ""high"", ""type"": ""universal"", ""source"": ""relationships.md""}, {""dir"": ""in"", ""from_table"": ""IPTBOOKBEDICU"", ""from_column"": ""hn"", ""confidence"": ""high"", ""type"": ""universal"", ""source"": ""relationships.md""}, {""dir"": ""in"", ""from_table"": ""IPTBOOKBEDICU2"", ""from_column"": ""hn"", ""confidence"": ""high"", ""type"": ""universal"", ""source"": ""relationships.md""}, {""dir"": ""in"", ""from_table"": ""IPTBOOKBEDICUHST"", ""from_column"": ""hn"", ""confidence"": ""high"", ""type"": ""universal"", ""source"": ""relationships.md""}, {""dir"": ""in"", ""from_table"": ""IPTINFANTMOTHER"", ""from_column"": ""hn"", ""confidence"": ""high"", ""type"": ""universal"", ""source"": ""relationships.md""}, {""dir"": ""in"", ""from_table"": ""IPTSUMDCT"", ""from_column"": ""hn"", ""confidence"": ""high"", ""type"": ""universal"", ""source"": ""relationships.md""}, {""dir"": ""in"", ""from_table"": ""IPTSUMMARY"", ""from_column"": ""hn"", ""confidence"": ""high"", ""type"": ""universal"", ""source"": ""relationships.md""}, {""dir"": ""in"", ""from_table"": ""ISPUSEMC"", ""from_column"": ""hn"", ""confidence"": ""high"", ""type"": ""universal"", ""source"": ""relationships.md""}, {""note"": ""truncated 32 more join edges""}]",
PT,ctzshp,numeric,type/Decimal,รหัสเชื้อชาติ,0,,,0,,,[],
PT,ntnlty,numeric,type/Decimal,รหัสสัญชาติ,0,,,1,NTNLTY.ntnlty(high:table match),NTNLTY.ntnlty,"[{""dir"": ""out"", ""to_table"": ""NTNLTY"", ""to_column"": ""ntnlty"", ""confidence"": ""high"", ""type"": ""table match"", ""source"": ""relationships.md""}]",
PT,brthdate,varchar,type/Text,วันเกิด,0,,,0,,,[],
PT,male,numeric,type/Decimal,รหัสเพศ,0,,,1,MALE.male(high:table match),MALE.male,"[{""dir"": ""out"", ""to_table"": ""MALE"", ""to_column"": ""male"", ""confidence"": ""high"", ""type"": ""table match"", ""source"": ""relationships.md""}]",
PT,dthdate,timestamp,type/DateTime,วันที่เสียชีวิต,0,,,0,,,[],
PT,ptfdate,timestamp,type/DateTime,วันที่สร้างทะเบียนผู้ป่วยนอก,0,,,0,,,[],
PT,cancelcs,numeric,type/Decimal,รหัสสาเหตุการยกเลิกข้อมูล,0,,,1,CANCELCS.cancelcs(high:table match),CANCELCS.cancelcs,"[{""dir"": ""out"", ""to_table"": ""CANCELCS"", ""to_column"": ""cancelcs"", ""confidence"": ""high"", ""type"": ""table match"", ""source"": ""relationships.md""}]",
PTALLERGY,hn,varchar,type/Text,เลขประจำตัวผู้ป่วยนอก,0,,,1,PT.hn(high:universal),PT.hn,"[{""dir"": ""out"", ""to_table"": ""PT"", ""to_column"": ""hn"", ""confidence"": ""high"", ""type"": ""universal"", ""source"": ""relationships.md""}]",
PTALLERGY,algydate,timestamp,type/DateTime,วัน-เดือน-ปี บันทึกแพ้ยา,0,,,0,,,[],
PTALLERGY,algytime,numeric,type/Decimal,เวลาบันทึกแพ้ยา,0,,,0,,,[],
PTALLERGY,apradrno,numeric,type/Decimal,เลขที่รายงาน,0,,,0,,,[],
PTALLERGY,productinout,numeric,type/Decimal,"ผลิตภัณฑ์ในโรงพยาบาล/นอกโรงพยาบาล 1-ในโรงพยาบาล, 2-นอกโรงพยาบาล",0,,,0,,,[],
PTALLERGY,medgeneric,numeric,type/Decimal,รหัสชื่อสามัญยา,0,,,0,,,[],
PTALLERGY,saprgeneric,numeric,type/Decimal,ชื่อสามัญของ ADR,0,,,0,,,[],
PTALLERGY,meditem,numeric,type/Decimal,รหัสรายการยา/เวชภัณฑ์,0,,,0,,,[],
PTALLERGY,an,varchar,type/Text,เลขประจำตัวผู้ป่วยใน,0,,,1,IPT.an(high:universal),IPT.an,"[{""dir"": ""out"", ""to_table"": ""IPT"", ""to_column"": ""an"", ""confidence"": ""high"", ""type"": ""universal"", ""source"": ""relationships.md""}]",
PTALLERGY,algorithm,numeric,type/Decimal,Algorithm,0,,,0,,,[],
PTALLERGY,datasource,numeric,type/Decimal,แหล่งข้อมูล,0,,,0,,,[],
PTALLERGY,algflag,numeric,type/Decimal,"ประเภทการแพ้ 1=ประวัติเดิม, 2=แพ้ยาใหม่",0,,,0,,,[],
PTALLERGY,typealg,numeric,type/Decimal,Type,0,,,0,,,[],
PTALLERGY,remark,varchar,type/Text,หมายเหตุ,0,,,0,,,[],
PTALLERGY,formtyperep,numeric,type/Decimal,"ประเภทรายงาน (1=ใหม่, 2=ติดตามผลจากราบงานเดิม",0,,,0,,,[],
PTALLERGY,aprreptype,numeric,type/Decimal,"1=Normal Spontaneous Report, 2=Intensive monitoring,",0,,,0,,,[],
PTALLERGY,ageyear,numeric,type/Decimal,3=Clinical Trial,0,,,0,,,[],
PTALLERGY,agemonth,numeric,type/Decimal,อายุ (เดือน),0,,,0,,,[],
PTALLERGY,ageday,numeric,type/Decimal,อายุ (วัน),0,,,0,,,[],
PTALLERGY,algtype,numeric,type/Decimal,ประวัติการแพ้ยา (1=ไม่มี. 2=มี),0,,,0,,,[],
PTALLERGY,pathoabnormal,varchar,type/Text,ค่าความผิดปกติทางพยาธิวิทยา,0,,,0,,,[],
PTALLERGY,apradrdate,timestamp,type/DateTime,วันที่เกิดอาการ,0,,,0,,,[],
PTALLERGY,adrlevel,numeric,type/Decimal,"ความรุนแรงของอาการ (1=ไม่ร้ายแรง, 2=ร้ายแรง)",0,,,0,,,[],
PTALLERGY,capradrly,varchar,type/Text,รหัสชนิดความรุนแรงที่แพ้,0,,,0,,,[],
PTALLERGY,treatmentpat,varchar,type/Text,การรักษาผู้ป้วย,0,,,0,,,[],
PTALLERGY,afteradr,varchar,type/Text,"การจัดการหลังเกิดอาการ (S=หยุดใช้ผลิตภัณฑ์ที่สงสัย, NF=ใช้ต่อในขนาดเดิม, NL= ใช้ต่อในขนาดลดลง)",0,,,0,,,[],
PTALLERGY,dechallenge,numeric,type/Decimal,"อาการเมื่อหยุดใช้ (Dechallenge) 1- อาการดีขึ้นอย่างชัดเจน, 2-อาการไม่ดีขึ้น, 3-ไม่ทราบ, 4-ใช้ยาต่อไป",0,,,0,,,[],
PTALLERGY,rechallenge,varchar,type/Text,"อาการเมื่อมีการใช้ผลิตภัณฑ์ต่อ 1-เกิดอาการเดิมซ้ำขึ้นอีก, 2-ไม่เกิดอาการขึ้นอีก, 3-ไม่ทราบ, NU-ไม่มีการใช้ยาซ้ำ",0,,,0,,,[],
PTALLERGY,capradrrst,varchar,type/Text,รหัสผลลัพธ์ที่เกิดจากอาการแพ้,0,,,0,,,[],
PTALLERGY,deathdate,timestamp,type/DateTime,วันที่เสียชีวิต,0,,,0,,,[],
PTALLERGY,cdiagdeath,varchar,type/Text,รหัสโรคที่เป็นสาเหตุการเสียชีวิต,0,,,0,,,[],
PTALLERGY,diagseqdeath,numeric,type/Decimal,ลำดับที่ของรหัสโรคที่เป็นสาเหตุการเสียชีวิต,0,,,0,,,[],
PTALLERGY,dnrespectpd,varchar,type/Text,สาเหตุการเสียชีวิตที่ไม่เกี่ยวกับผลิตภัณฑ์,0,,,0,,,[],
PTALLERGY,cresultapr,varchar,type/Text,รหัสผลการประเมินความสัมพันธ์ ของผลิตภัณฑ์กับ APR,0,,,0,,,[],
PTALLERGY,statusaprrec,varchar,type/Text,"สถานะของข้อมูล 1-บันทึก, 2-ตรวจสอบแล้ว, 3-ประเมินผล, c-ยกเลิก",0,,,0,,,[],
PTALLERGY,familyalgtype,varchar,type/Text,"ประวัติการแพ้ยาของครอบครัว 1-ไม่มี, 2-มี",0,,,0,,,[],
PTALLERGY,algdesc1,varchar,type/Text,รายละเอียดการแพ้ยาของครอบครัว,0,,,0,,,[],
PTALLERGY,familyrelate,varchar,type/Text,ความสัมพันธ์กับผู้ป่วย,0,,,0,,,[],
PTALLERGY,apradrtime,numeric,type/Decimal,เวลาที่เกิดอาการ,0,,,0,,,[],
PTALLERGY,rechallengedate,timestamp,type/DateTime,วันที่ Rechallenge,0,,,0,,,[],
PTALLERGY,csubdept,numeric,type/Decimal,รหัสสาขาวิชา/หน่วย,0,,,0,,,[],
PTALLERGY,cdeptunit,numeric,type/Decimal,รหัสหน่วยงานย่อย,0,,,0,,,[],
PTALLERGY,ward,numeric,type/Decimal,รหัสหอผู้ป่วย (ward.c_ward),0,,,1,WARD.ward(high:table match),WARD.ward,"[{""dir"": ""out"", ""to_table"": ""WARD"", ""to_column"": ""ward"", ""confidence"": ""high"", ""type"": ""table match"", ""source"": ""relationships.md""}]",
PTALLERGY,computername,varchar,type/Text,ชื่อเครื่องคอมพิวเตอร์,0,,,0,,,[],
PTALLERGY,cconcludetype,varchar,type/Text,ประเภทผู้ประเมิน,0,,,0,,,[],
PTALLERGY,spersonconclude,numeric,type/Decimal,รหัสผู้ประเมิน,0,,,0,,,[],
PTALLERGY,otherconclude,varchar,type/Text,ชื่อผู้ประเมิน,0,,,0,,,[],
PTALLERGY,cdept,numeric,type/Decimal,รหัสภาควิชา,0,,,0,,,[],
PTALLERGY,chospital,numeric,type/Decimal,รหัสโรงพยาบาล,0,,,0,,,[],
PTALLERGY,caprreptp,numeric,type/Decimal,ประเภทผู้รายงาน,0,,,0,,,[],
PTALLERGY,spersonrep,numeric,type/Decimal,รหัสบุคลากรผู้รายงาน,0,,,0,,,[],
PTALLERGY,caprreptp2,varchar,type/Text,ประเภทผู้วินิจฉัย,0,,,0,,,[],
PTALLERGY,spersondiag,numeric,type/Decimal,รหัสบุคลากรผู้วินิจฉัย,0,,,0,,,[],
PTALLERGY,otherrepby,varchar,type/Text,ประเภทผู้รายงานอื่นๆ,0,,,0,,,[],
PTALLERGY,otherdiagby,varchar,type/Text,ประเภทผู้วินิจฉัยอื่นๆ,0,,,0,,,[],
PTALLERGY,othernamerep,varchar,type/Text,ชื่อผู้รายงานอื่นๆ,0,,,0,,,[],
PTALLERGY,othernamediag,varchar,type/Text,ชื่อผู้วินิจฉัยอื่น,0,,,0,,,[],
PTALLERGY,packseq,numeric,type/Decimal,ลำดับที่ขนาดบรรจุ,0,,,0,,,[],
PTALLERGY,tradename,varchar,type/Text,ชื่อการค้า,0,,,0,,,[],
PTALLERGY,presentation,varchar,type/Text,ความแรง,0,,,0,,,[],
PTALLERGY,dosageform,varchar,type/Text,รูปแบบยา/เวชภัณฑ์,0,,,0,,,[],
PTALLERGY,lotcode,varchar,type/Text,รหัสเลขที่ LOT ใช้กับยา,0,,,0,,,[],
PTALLERGY,cproducttp,varchar,type/Text,ประเภทผลิตภัณฑ์,0,,,0,,,[],
PTALLERGY,qty,numeric,type/Decimal,จำนวน,0,,,0,,,[],
PTALLERGY,labelcode1,varchar,type/Text,รหัสฉลากยา (ส่วนที่1),0,,,0,,,[],
PTALLERGY,labelcode2,varchar,type/Text,รหัสฉลากยา (ส่วนที่2),0,,,0,,,[],
PTALLERGY,labelcode3,varchar,type/Text,รหัสฉลากยา (ส่วนที่3),0,,,0,,,[],
PTALLERGY,labelcode4,varchar,type/Text,รหัสฉลากยา (ส่วนที่4),0,,,0,,,[],
PTALLERGY,labelcode5,varchar,type/Text,รหัสฉลากยาส่วนที่5 (อาการ),0,,,0,,,[],
PTALLERGY,labelhelp1,varchar,type/Text,รหัสฉลากช่วย (ส่วนที่1),0,,,0,,,[],
PTALLERGY,labelhelp2,varchar,type/Text,รหัสฉลากช่วย (ส่วนที่2),0,,,0,,,[],
PTALLERGY,methodusedesc1,varchar,type/Text,รายละเอียดวิธีการใช้ผลิตภัณฑ์ (แถวที่1),0,,,0,,,[],
PTALLERGY,methodusedesc2,varchar,type/Text,รายละเอียดวิธีการใช้ผลิตภัณฑ์ (แถวที่2),0,,,0,,,[],
PTALLERGY,drugsp,varchar,type/Text,"ลักษณะการใช้ยา S-ยาที่สงสัย, O-ยาที่ใช้ร่วมกัน, I-เกิดปฏิกิริยาต่อกัน",0,,,0,,,[],
PTALLERGY,startudate,timestamp,type/DateTime,วันที่เริ่มใช้ผลิตภัณฑ์,0,,,0,,,[],
PTALLERGY,stopudate,timestamp,type/DateTime,วันที่หยุดใช้ผลิตภัณฑ์,0,,,0,,,[],
PTALLERGY,csourceprod,varchar,type/Text,รหัสแหล่งที่มาของผลิตภัณฑ์,0,,,0,,,[],
PTALLERGY,seqno,numeric,type/Decimal,ลำดับที่ขนาดบรรจุ,0,,,0,,,[],
PTALLERGY,saprcomp1,numeric,type/Decimal,รหัสผู้ผลิต,0,,,0,,,[],
PTALLERGY,saprcomp2,numeric,type/Decimal,รหัสผู้จำหน่าย,0,,,0,,,[],
PTALLERGY,startutime,numeric,type/Decimal,เวลาที่เริ่มใช้ผลิตภัณฑ์,0,,,0,,,[],
PTALLERGY,stoputime,numeric,type/Decimal,เวลาที่หยุดใช้ผลิตภัณฑ์,0,,,0,,,[],
PTALLERGY,drugsptext,varchar,type/Text,ข้อความเพิ่มเติมตัวยาที่สงสัย,0,,,0,,,[],
PTALLERGY,allergyall,varchar,type/Text,All in Generic,0,,,0,,,[],
PTALLERGY,chkclass,varchar,type/Text,ตรวจสอบ ADR ภายใน class เดียวกัน,0,,,0,,,[],
PTALLERGY,chkcross,varchar,type/Text,ตรวจสอบ ADR ที่มีโอกาสแพ้ข้ามกลุ่ม,0,,,0,,,[],
PTALLERGY,chksubclass,varchar,type/Text,ตรวจสอบ ADR ภายใน subclass,0,,,0,,,[],
PTALLERGY,cancelcs,numeric,type/Decimal,เหตุผลในการยกเลิก,0,,,1,CANCELCS.cancelcs(high:table match),CANCELCS.cancelcs,"[{""dir"": ""out"", ""to_table"": ""CANCELCS"", ""to_column"": ""cancelcs"", ""confidence"": ""high"", ""type"": ""table match"", ""source"": ""relationships.md""}]",
PTALLERGY,medsvlttype,numeric,type/Decimal,รหัสระดับความรุนแรง [MedsvltType],0,,,0,,,[],
PTALLERGY,medadrresult,numeric,type/Decimal,รหัสผลลัพธ์ที่เกิดจากอาการแพ้ [MedAdrResult],0,,,0,,,[],
PTALLERGY,medafteradr,numeric,type/Decimal,รห้สการจัดการหลังเกิดอาการ [MedAfterAdr],0,,,0,,,[],
PTALLERGY,meddechallenge,numeric,type/Decimal,รหัสอาการเมื่อหยุดใช้ (Dechallenge) [MedDechallenge],0,,,0,,,[],
PTALLERGY,medrechallenge,numeric,type/Decimal,รหัสอาการเมื่อมีการใช้ผลิตภัณฑ์ต่อ [MedRechallenge],0,,,0,,,[],
PTALLERGY,medadrrst,numeric,type/Decimal,รหัสผลลัพธ์ที่เกิดจากอาการแพ้ [MedAddrSt],0,,,0,,,[],
PTALLERGY,meddrugsp,numeric,type/Decimal,รหัสลักษณะการใช้ยา [MedDrugSp],0,,,0,,,[],
PTALLERGY,checkclass,numeric,type/Decimal,ตรวจสอบภายใน Class,0,,,0,,,[],
PTALLERGY,checksubclass,numeric,type/Decimal,ตรวจสอบภายใน Sub Class,0,,,0,,,[],
PTALLERGY,checkcross,numeric,type/Decimal,ตรวจสอบยาที่มีโอกาสแพ้ข้ามกลุ่ม,0,,,0,,,[],
PTALLERGY,block,numeric,type/Decimal,ห้ามสั่งยา,0,,,0,,,[],
PTALLERGY,assessortype,numeric,type/Decimal,รหัสประเภทผู้ประเมิน [MedReporterType],0,,,0,,,[],
PTALLERGY,assessorstf,numeric,type/Decimal,รหัสผู้ประเมิน,0,,,0,,,[],
PTALLERGY,reportertype,numeric,type/Decimal,รหัสประเภทผู้รายงาน [MedReportType],0,,,0,,,[],
PTALLERGY,reporterstf,numeric,type/Decimal,รหัสผู้รายงาน,0,,,0,,,[],
PTALLERGY,medproducttp,numeric,type/Decimal,รหัสประเภทผลิตภัณฑ์ [MedProductTp],0,,,0,,,[],
PTALLERGY,medproductinout,numeric,type/Decimal,รห้สผลิตภัณฑ์ในโรงพยาบาล / นอกโรงพยาบาล [MedProductInOut],0,,,0,,,[],
PTALLERGY,status,numeric,type/Decimal,สถานะการใช้งาน 1: ใช้งาน; 0: ยกเลิก,0,,,0,,,[],
PTDIAG,hn,varchar,type/Text,เลขที่ผู้ป่วยนอก,0,,,1,PT.hn(high:universal),PT.hn,"[{""dir"": ""out"", ""to_table"": ""PT"", ""to_column"": ""hn"", ""confidence"": ""high"", ""type"": ""universal"", ""source"": ""relationships.md""}]",
PTDIAG,vstdate,timestamp,type/DateTime,วันที่รักษา,0,,,0,,,[],
PTDIAG,vsttime,numeric,type/Decimal,เวลาที่รักษา,0,,,0,,,[],
PTDIAG,cliniclct,numeric,type/Decimal,รหัสคลินิก,0,,,1,CLINICLCT.cliniclct(high:table match),CLINICLCT.cliniclct,"[{""dir"": ""out"", ""to_table"": ""CLINICLCT"", ""to_column"": ""cliniclct"", ""confidence"": ""high"", ""type"": ""table match"", ""source"": ""relationships.md""}]",
PTDIAG,itemno,numeric,type/Decimal,ลำดับ,0,,,0,,,[],
PTDIAG,an,varchar,type/Text,เลขที่ผู้ป่วยใน,0,,,1,IPT.an(high:universal),IPT.an,"[{""dir"": ""out"", ""to_table"": ""IPT"", ""to_column"": ""an"", ""confidence"": ""high"", ""type"": ""universal"", ""source"": ""relationships.md""}]",
PTDIAG,vn,numeric,type/Decimal,เลขที่ visit,0,,,1,IPT.vn(high:universal); OVST.vn(heuristic:heuristic_home),IPT.vn; OVST.vn,"[{""dir"": ""out"", ""to_table"": ""IPT"", ""to_column"": ""vn"", ""confidence"": ""high"", ""type"": ""universal"", ""source"": ""relationships.md""}, {""dir"": ""out"", ""to_table"": ""OVST"", ""to_column"": ""vn"", ""confidence"": ""heuristic"", ""type"": ""heuristic_home"", ""source"": ""heuristic""}]",
PTDIAG,fn,numeric,type/Decimal,เลขที่เชื่อมโยงการค้นหาข้อมูล,0,,,0,,,[],
